Group,ID,Week,Eggs,Schisto.Inf,Schisto.fact,Meta.inf,Meta.fact,Total.inf,Total.fact,Metas
Control,C1,1,0,NA,ap,NA,ap,NA,ap,NA
Control,C2,1,6,NA,ap,NA,ap,NA,ap,NA
Control,C3,1,12,NA,ap,NA,ap,NA,ap,NA
Control,C4,1,1,NA,ap,NA,ap,NA,ap,NA
Control,C5,1,3,NA,ap,NA,ap,NA,ap,NA
Control,C6,1,3,NA,ap,NA,ap,NA,ap,NA
Control,C7,1,7,NA,ap,NA,ap,NA,ap,NA
Control,C8,1,5,NA,ap,NA,ap,NA,ap,NA
Control,C9,1,9,NA,ap,NA,ap,NA,ap,NA
Control,C10,1,0,NA,ap,NA,ap,NA,ap,NA
Control,C11,1,9,NA,ap,NA,ap,NA,ap,NA
Control,C12,1,6,NA,ap,NA,ap,NA,ap,NA
Control,C13,1,1,NA,ap,NA,ap,NA,ap,NA
Control,C14,1,7,NA,ap,NA,ap,NA,ap,NA
Control,C15,1,11,NA,ap,NA,ap,NA,ap,NA
Control,C16,1,1,NA,ap,NA,ap,NA,ap,NA
Control,C17,1,1,NA,ap,NA,ap,NA,ap,NA
Control,C18,1,0,NA,ap,NA,ap,NA,ap,NA
Control,C19,1,4,NA,ap,NA,ap,NA,ap,NA
Control,C20,1,7,NA,ap,NA,ap,NA,ap,NA
Control,C1,2,0,NA,ap,NA,ap,NA,ap,NA
Control,C2,2,2,NA,ap,NA,ap,NA,ap,NA
Control,C3,2,8,NA,ap,NA,ap,NA,ap,NA
Control,C4,2,0,NA,ap,NA,ap,NA,ap,NA
Control,C5,2,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,2,0,NA,ap,NA,ap,NA,ap,NA
Control,C7,2,5,NA,ap,NA,ap,NA,ap,NA
Control,C8,2,3,NA,ap,NA,ap,NA,ap,NA
Control,C9,2,6,NA,ap,NA,ap,NA,ap,NA
Control,C10,2,2,NA,ap,NA,ap,NA,ap,NA
Control,C11,2,5,NA,ap,NA,ap,NA,ap,NA
Control,C12,2,2,NA,ap,NA,ap,NA,ap,NA
Control,C13,2,0,NA,ap,NA,ap,NA,ap,NA
Control,C14,2,2,NA,ap,NA,ap,NA,ap,NA
Control,C15,2,5,NA,ap,NA,ap,NA,ap,NA
Control,C16,2,2,NA,ap,NA,ap,NA,ap,NA
Control,C17,2,1,NA,ap,NA,ap,NA,ap,NA
Control,C18,2,0,NA,ap,NA,ap,NA,ap,NA
Control,C19,2,4,NA,ap,NA,ap,NA,ap,NA
Control,C20,2,4,NA,ap,NA,ap,NA,ap,NA
Control,C1,3,0,NA,ap,NA,ap,NA,ap,NA
Control,C2,3,6,NA,ap,NA,ap,NA,ap,NA
Control,C3,3,6,NA,ap,NA,ap,NA,ap,NA
Control,C4,3,3,NA,ap,NA,ap,NA,ap,NA
Control,C5,3,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,3,0,NA,ap,NA,ap,NA,ap,NA
Control,C7,3,9,NA,ap,NA,ap,NA,ap,NA
Control,C8,3,6,NA,ap,NA,ap,NA,ap,NA
Control,C9,3,6,NA,ap,NA,ap,NA,ap,NA
Control,C10,3,2,NA,ap,NA,ap,NA,ap,NA
Control,C11,3,8,NA,ap,NA,ap,NA,ap,NA
Control,C12,3,12,NA,ap,NA,ap,NA,ap,NA
Control,C13,3,0,NA,ap,NA,ap,NA,ap,NA
Control,C14,3,5,NA,ap,NA,ap,NA,ap,NA
Control,C15,3,7,NA,ap,NA,ap,NA,ap,NA
Control,C16,3,2,NA,ap,NA,ap,NA,ap,NA
Control,C17,3,3,NA,ap,NA,ap,NA,ap,NA
Control,C18,3,0,NA,ap,NA,ap,NA,ap,NA
Control,C19,3,5,NA,ap,NA,ap,NA,ap,NA
Control,C20,3,2,NA,ap,NA,ap,NA,ap,NA
Control,C1,4,0,NA,ap,NA,ap,NA,ap,NA
Control,C2,4,5,NA,ap,NA,ap,NA,ap,NA
Control,C3,4,8,NA,ap,NA,ap,NA,ap,NA
Control,C4,4,0,NA,ap,NA,ap,NA,ap,NA
Control,C5,4,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,4,0,NA,ap,NA,ap,NA,ap,NA
Control,C7,4,6,NA,ap,NA,ap,NA,ap,NA
Control,C8,4,5,NA,ap,NA,ap,NA,ap,NA
Control,C9,4,8,NA,ap,NA,ap,NA,ap,NA
Control,C10,4,6,NA,ap,NA,ap,NA,ap,NA
Control,C11,4,6,NA,ap,NA,ap,NA,ap,NA
Control,C12,4,2,NA,ap,NA,ap,NA,ap,NA
Control,C13,4,0,NA,ap,NA,ap,NA,ap,NA
Control,C14,4,5,NA,ap,NA,ap,NA,ap,NA
Control,C15,4,7,NA,ap,NA,ap,NA,ap,NA
Control,C16,4,5,NA,ap,NA,ap,NA,ap,NA
Control,C17,4,5,NA,ap,NA,ap,NA,ap,NA
Control,C18,4,0,NA,ap,NA,ap,NA,ap,NA
Control,C19,4,5,NA,ap,NA,ap,NA,ap,NA
Control,C20,4,5,NA,ap,NA,ap,NA,ap,NA
Control,C1,5,4,NA,ap,NA,ap,NA,ap,NA
Control,C2,5,7,NA,ap,NA,ap,NA,ap,NA
Control,C3,5,7,NA,ap,NA,ap,NA,ap,NA
Control,C4,5,0,NA,ap,NA,ap,NA,ap,NA
Control,C5,5,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,5,1,NA,ap,NA,ap,NA,ap,NA
Control,C7,5,8,NA,ap,NA,ap,NA,ap,NA
Control,C8,5,9,NA,ap,NA,ap,NA,ap,NA
Control,C9,5,9,NA,ap,NA,ap,NA,ap,NA
Control,C10,5,11,NA,ap,NA,ap,NA,ap,NA
Control,C11,5,10,NA,ap,NA,ap,NA,ap,NA
Control,C12,5,0,NA,ap,NA,ap,NA,ap,NA
Control,C13,5,1,NA,ap,NA,ap,NA,ap,NA
Control,C14,5,6,NA,ap,NA,ap,NA,ap,NA
Control,C15,5,9,NA,ap,NA,ap,NA,ap,NA
Control,C16,5,3,NA,ap,NA,ap,NA,ap,NA
Control,C17,5,6,NA,ap,NA,ap,NA,ap,NA
Control,C18,5,0,NA,ap,NA,ap,NA,ap,NA
Control,C19,5,8,NA,ap,NA,ap,NA,ap,NA
Control,C20,5,10,NA,ap,NA,ap,NA,ap,NA
Control,C1,6,6,NA,ap,NA,ap,NA,ap,NA
Control,C2,6,4,NA,ap,NA,ap,NA,ap,NA
Control,C3,6,1,NA,ap,NA,ap,NA,ap,NA
Control,C4,6,1,NA,ap,NA,ap,NA,ap,NA
Control,C5,6,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,6,0,NA,ap,NA,ap,NA,ap,NA
Control,C7,6,6,NA,ap,NA,ap,NA,ap,NA
Control,C8,6,3,NA,ap,NA,ap,NA,ap,NA
Control,C9,6,12,NA,ap,NA,ap,NA,ap,NA
Control,C10,6,6,NA,ap,NA,ap,NA,ap,NA
Control,C11,6,13,NA,ap,NA,ap,NA,ap,NA
Control,C12,6,0,NA,ap,NA,ap,NA,ap,NA
Control,C13,6,0,NA,ap,NA,ap,NA,ap,NA
Control,C14,6,12,NA,ap,NA,ap,NA,ap,NA
Control,C15,6,6,NA,ap,NA,ap,NA,ap,NA
Control,C16,6,4,NA,ap,NA,ap,NA,ap,NA
Control,C17,6,8,NA,ap,NA,ap,NA,ap,NA
Control,C18,6,0,NA,ap,NA,ap,NA,ap,NA
Control,C19,6,9,NA,ap,NA,ap,NA,ap,NA
Control,C20,6,7,NA,ap,NA,ap,NA,ap,NA
Control,C1,7,8,NA,ap,NA,ap,NA,ap,NA
Control,C2,7,2,NA,ap,NA,ap,NA,ap,NA
Control,C3,7,0,NA,ap,NA,ap,NA,ap,NA
Control,C4,7,2,NA,ap,NA,ap,NA,ap,NA
Control,C5,7,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,7,0,NA,ap,NA,ap,NA,ap,NA
Control,C7,7,1,NA,ap,NA,ap,NA,ap,NA
Control,C8,7,3,NA,ap,NA,ap,NA,ap,NA
Control,C9,7,9,NA,ap,NA,ap,NA,ap,NA
Control,C10,7,5,NA,ap,NA,ap,NA,ap,NA
Control,C11,7,9,NA,ap,NA,ap,NA,ap,NA
Control,C12,7,0,NA,ap,NA,ap,NA,ap,NA
Control,C13,7,0,NA,ap,NA,ap,NA,ap,NA
Control,C14,7,11,NA,ap,NA,ap,NA,ap,NA
Control,C15,7,12,NA,ap,NA,ap,NA,ap,NA
Control,C16,7,5,NA,ap,NA,ap,NA,ap,NA
Control,C17,7,7,NA,ap,NA,ap,NA,ap,NA
Control,C18,7,4,NA,ap,NA,ap,NA,ap,NA
Control,C19,7,0,NA,ap,NA,ap,NA,ap,NA
Control,C20,7,9,NA,ap,NA,ap,NA,ap,NA
Control,C1,8,6,NA,ap,NA,ap,NA,ap,NA
Control,C2,8,0,NA,ap,NA,ap,NA,ap,NA
Control,C3,8,0,NA,ap,NA,ap,NA,ap,NA
Control,C4,8,0,NA,ap,NA,ap,NA,ap,NA
Control,C5,8,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,8,2,NA,ap,NA,ap,NA,ap,NA
Control,C7,8,2,NA,ap,NA,ap,NA,ap,NA
Control,C8,8,6,NA,ap,NA,ap,NA,ap,NA
Control,C9,8,5,NA,ap,NA,ap,NA,ap,NA
Control,C10,8,15,NA,ap,NA,ap,NA,ap,NA
Control,C11,8,0,NA,ap,NA,ap,NA,ap,NA
Control,C12,8,0,NA,ap,NA,ap,NA,ap,NA
Control,C13,8,6,NA,ap,NA,ap,NA,ap,NA
Control,C14,8,12,NA,ap,NA,ap,NA,ap,NA
Control,C15,8,6,NA,ap,NA,ap,NA,ap,NA
Control,C16,8,5,NA,ap,NA,ap,NA,ap,NA
Control,C17,8,5,NA,ap,NA,ap,NA,ap,NA
Control,C18,8,NA,NA,ap,NA,ap,NA,ap,NA
Control,C19,8,2,NA,ap,NA,ap,NA,ap,NA
Control,C20,8,9,NA,ap,NA,ap,NA,ap,NA
Control,C1,9,9,NA,ap,NA,ap,NA,ap,NA
Control,C2,9,0,NA,ap,NA,ap,NA,ap,NA
Control,C3,9,0,NA,ap,NA,ap,NA,ap,NA
Control,C4,9,0,NA,ap,NA,ap,NA,ap,NA
Control,C5,9,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,9,0,NA,ap,NA,ap,NA,ap,NA
Control,C7,9,0,NA,ap,NA,ap,NA,ap,NA
Control,C8,9,3,NA,ap,NA,ap,NA,ap,NA
Control,C9,9,6,NA,ap,NA,ap,NA,ap,NA
Control,C10,9,1,NA,ap,NA,ap,NA,ap,NA
Control,C11,9,16,NA,ap,NA,ap,NA,ap,NA
Control,C12,9,0,NA,ap,NA,ap,NA,ap,NA
Control,C13,9,0,NA,ap,NA,ap,NA,ap,NA
Control,C14,9,6,NA,ap,NA,ap,NA,ap,NA
Control,C15,9,8,NA,ap,NA,ap,NA,ap,NA
Control,C16,9,3,NA,ap,NA,ap,NA,ap,NA
Control,C17,9,7,NA,ap,NA,ap,NA,ap,NA
Control,C18,9,NA,NA,ap,NA,ap,NA,ap,NA
Control,C19,9,2,NA,ap,NA,ap,NA,ap,NA
Control,C20,9,4,NA,ap,NA,ap,NA,ap,NA
Control,C1,10,6,NA,ap,NA,ap,NA,ap,NA
Control,C2,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C3,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C4,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C5,10,NA,NA,ap,NA,ap,NA,ap,NA
Control,C6,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C7,10,NA,NA,ap,NA,ap,NA,ap,NA
Control,C8,10,2,NA,ap,NA,ap,NA,ap,NA
Control,C9,10,5,NA,ap,NA,ap,NA,ap,NA
Control,C10,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C11,10,12,NA,ap,NA,ap,NA,ap,NA
Control,C12,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C13,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C14,10,8,NA,ap,NA,ap,NA,ap,NA
Control,C15,10,7,NA,ap,NA,ap,NA,ap,NA
Control,C16,10,0,NA,ap,NA,ap,NA,ap,NA
Control,C17,10,8,NA,ap,NA,ap,NA,ap,NA
Control,C18,10,NA,NA,ap,NA,ap,NA,ap,NA
Control,C19,10,2,NA,ap,NA,ap,NA,ap,NA
Control,C20,10,3,NA,ap,NA,ap,NA,ap,NA
E1,E1.1,1,0,NA,ap,1,p,NA,onem,3
E1,E1.2,1,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,1,5,NA,ap,1,p,NA,onem,3
E1,E1.4,1,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,1,5,NA,ap,1,p,NA,onem,4
E1,E1.6,1,4,NA,ap,1,p,NA,onem,1
E1,E1.7,1,0,NA,ap,1,p,NA,onem,2
E1,E1.8,1,4,NA,ap,1,p,NA,onem,4
E1,E1.9,1,4,NA,ap,0,ap,NA,ap,0
E1,E1.10,1,3,NA,ap,0,ap,NA,ap,0
E1,E1.11,1,4,NA,ap,1,p,NA,onem,1
E1,E1.12,1,4,NA,ap,0,ap,NA,ap,0
E1,E1.13,1,1,NA,ap,0,ap,NA,ap,0
E1,E1.14,1,3,NA,ap,1,p,NA,onem,1
E1,E1.15,1,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,1,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,1,4,NA,ap,0,ap,NA,ap,0
E1,E1.18,1,3,NA,ap,0,ap,NA,ap,0
E1,E1.19,1,2,NA,ap,1,p,NA,onem,1
E1,E1.20,1,2,NA,ap,1,p,NA,onem,7
E1,E1.1,2,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,2,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,2,5,NA,ap,1,p,NA,onem,3
E1,E1.4,2,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,2,4,NA,ap,1,p,NA,onem,4
E1,E1.6,2,4,NA,ap,1,p,NA,onem,1
E1,E1.7,2,0,NA,ap,1,p,NA,onem,2
E1,E1.8,2,5,NA,ap,1,p,NA,onem,4
E1,E1.9,2,6,NA,ap,0,ap,NA,ap,0
E1,E1.10,2,3,NA,ap,0,ap,NA,ap,0
E1,E1.11,2,4,NA,ap,1,p,NA,onem,1
E1,E1.12,2,4,NA,ap,0,ap,NA,ap,0
E1,E1.13,2,0,NA,ap,0,ap,NA,ap,0
E1,E1.14,2,5,NA,ap,1,p,NA,onem,1
E1,E1.15,2,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,2,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,2,3,NA,ap,0,ap,NA,ap,0
E1,E1.18,2,4,NA,ap,0,ap,NA,ap,0
E1,E1.19,2,5,NA,ap,1,p,NA,onem,1
E1,E1.20,2,1,NA,ap,1,p,NA,onem,7
E1,E1.1,3,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,3,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,3,8,NA,ap,1,p,NA,onem,3
E1,E1.4,3,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,3,4,NA,ap,1,p,NA,onem,4
E1,E1.6,3,5,NA,ap,1,p,NA,onem,1
E1,E1.7,3,8,NA,ap,1,p,NA,onem,2
E1,E1.8,3,7,NA,ap,1,p,NA,onem,4
E1,E1.9,3,NA,NA,ap,0,ap,NA,ap,0
E1,E1.10,3,3,NA,ap,0,ap,NA,ap,0
E1,E1.11,3,3,NA,ap,1,p,NA,onem,1
E1,E1.12,3,6,NA,ap,0,ap,NA,ap,0
E1,E1.13,3,0,NA,ap,0,ap,NA,ap,0
E1,E1.14,3,7,NA,ap,1,p,NA,onem,1
E1,E1.15,3,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,3,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,3,4,NA,ap,0,ap,NA,ap,0
E1,E1.18,3,4,NA,ap,0,ap,NA,ap,0
E1,E1.19,3,3,NA,ap,1,p,NA,onem,1
E1,E1.20,3,0,NA,ap,1,p,NA,onem,7
E1,E1.1,4,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,4,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,4,7,NA,ap,1,p,NA,onem,3
E1,E1.4,4,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,4,5,NA,ap,1,p,NA,onem,4
E1,E1.6,4,5,NA,ap,1,p,NA,onem,1
E1,E1.7,4,0,NA,ap,1,p,NA,onem,2
E1,E1.8,4,3,NA,ap,1,p,NA,onem,4
E1,E1.9,4,4,NA,ap,0,ap,NA,ap,0
E1,E1.10,4,4,NA,ap,0,ap,NA,ap,0
E1,E1.11,4,5,NA,ap,1,p,NA,onem,1
E1,E1.12,4,6,NA,ap,0,ap,NA,ap,0
E1,E1.13,4,6,NA,ap,0,ap,NA,ap,0
E1,E1.14,4,2,NA,ap,1,p,NA,onem,1
E1,E1.15,4,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,4,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,4,9,NA,ap,0,ap,NA,ap,0
E1,E1.18,4,9,NA,ap,0,ap,NA,ap,0
E1,E1.19,4,4,NA,ap,1,p,NA,onem,1
E1,E1.20,4,NA,NA,ap,1,p,NA,onem,7
E1,E1.1,5,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,5,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,5,8,NA,ap,1,p,NA,onem,3
E1,E1.4,5,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,5,7,NA,ap,1,p,NA,onem,4
E1,E1.6,5,4,NA,ap,1,p,NA,onem,1
E1,E1.7,5,0,NA,ap,1,p,NA,onem,2
E1,E1.8,5,7,NA,ap,1,p,NA,onem,4
E1,E1.9,5,2,NA,ap,0,ap,NA,ap,0
E1,E1.10,5,7,NA,ap,0,ap,NA,ap,0
E1,E1.11,5,9,NA,ap,1,p,NA,onem,1
E1,E1.12,5,10,NA,ap,0,ap,NA,ap,0
E1,E1.13,5,0,NA,ap,0,ap,NA,ap,0
E1,E1.14,5,7,NA,ap,1,p,NA,onem,1
E1,E1.15,5,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,5,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,5,3,NA,ap,0,ap,NA,ap,0
E1,E1.18,5,6,NA,ap,0,ap,NA,ap,0
E1,E1.19,5,10,NA,ap,1,p,NA,onem,1
E1,E1.20,5,NA,NA,ap,1,p,NA,onem,7
E1,E1.1,6,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,6,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,6,5,NA,ap,1,p,NA,onem,3
E1,E1.4,6,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,6,5,NA,ap,1,p,NA,onem,4
E1,E1.6,6,3,NA,ap,1,p,NA,onem,1
E1,E1.7,6,NA,NA,ap,1,p,NA,onem,2
E1,E1.8,6,8,NA,ap,1,p,NA,onem,4
E1,E1.9,6,0,NA,ap,0,ap,NA,ap,0
E1,E1.10,6,10,NA,ap,0,ap,NA,ap,0
E1,E1.11,6,4,NA,ap,1,p,NA,onem,1
E1,E1.12,6,9,NA,ap,0,ap,NA,ap,0
E1,E1.13,6,1,NA,ap,0,ap,NA,ap,0
E1,E1.14,6,5,NA,ap,1,p,NA,onem,1
E1,E1.15,6,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,6,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,6,4,NA,ap,0,ap,NA,ap,0
E1,E1.18,6,9,NA,ap,0,ap,NA,ap,0
E1,E1.19,6,11,NA,ap,1,p,NA,onem,1
E1,E1.20,6,NA,NA,ap,1,p,NA,onem,7
E1,E1.1,7,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,7,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,7,6,NA,ap,1,p,NA,onem,3
E1,E1.4,7,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,7,9,NA,ap,1,p,NA,onem,4
E1,E1.6,7,2,NA,ap,1,p,NA,onem,1
E1,E1.7,7,NA,NA,ap,1,p,NA,onem,2
E1,E1.8,7,4,NA,ap,1,p,NA,onem,4
E1,E1.9,7,0,NA,ap,0,ap,NA,ap,0
E1,E1.10,7,6,NA,ap,0,ap,NA,ap,0
E1,E1.11,7,10,NA,ap,1,p,NA,onem,1
E1,E1.12,7,7,NA,ap,0,ap,NA,ap,0
E1,E1.13,7,0,NA,ap,0,ap,NA,ap,0
E1,E1.14,7,6,NA,ap,1,p,NA,onem,1
E1,E1.15,7,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,7,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,7,8,NA,ap,0,ap,NA,ap,0
E1,E1.18,7,0,NA,ap,0,ap,NA,ap,0
E1,E1.19,7,9,NA,ap,1,p,NA,onem,1
E1,E1.20,7,NA,NA,ap,1,p,NA,onem,7
E1,E1.1,8,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,8,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,8,15,NA,ap,1,p,NA,onem,3
E1,E1.4,8,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,8,4,NA,ap,1,p,NA,onem,4
E1,E1.6,8,9,NA,ap,1,p,NA,onem,1
E1,E1.7,8,NA,NA,ap,1,p,NA,onem,2
E1,E1.8,8,6,NA,ap,1,p,NA,onem,4
E1,E1.9,8,0,NA,ap,0,ap,NA,ap,0
E1,E1.10,8,8,NA,ap,0,ap,NA,ap,0
E1,E1.11,8,11,NA,ap,1,p,NA,onem,1
E1,E1.12,8,5,NA,ap,0,ap,NA,ap,0
E1,E1.13,8,6,NA,ap,0,ap,NA,ap,0
E1,E1.14,8,1,NA,ap,1,p,NA,onem,1
E1,E1.15,8,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,8,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,8,5,NA,ap,0,ap,NA,ap,0
E1,E1.18,8,4,NA,ap,0,ap,NA,ap,0
E1,E1.19,8,5,NA,ap,1,p,NA,onem,1
E1,E1.20,8,NA,NA,ap,1,p,NA,onem,7
E1,E1.1,9,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,9,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,9,7,NA,ap,1,p,NA,onem,3
E1,E1.4,9,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,9,0,NA,ap,1,p,NA,onem,4
E1,E1.6,9,14,NA,ap,1,p,NA,onem,1
E1,E1.7,9,NA,NA,ap,1,p,NA,onem,2
E1,E1.8,9,2,NA,ap,1,p,NA,onem,4
E1,E1.9,9,0,NA,ap,0,ap,NA,ap,0
E1,E1.10,9,6,NA,ap,0,ap,NA,ap,0
E1,E1.11,9,4,NA,ap,1,p,NA,onem,1
E1,E1.12,9,0,NA,ap,0,ap,NA,ap,0
E1,E1.13,9,NA,NA,ap,0,ap,NA,ap,0
E1,E1.14,9,0,NA,ap,1,p,NA,onem,1
E1,E1.15,9,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,9,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,9,2,NA,ap,0,ap,NA,ap,0
E1,E1.18,9,10,NA,ap,0,ap,NA,ap,0
E1,E1.19,9,11,NA,ap,1,p,NA,onem,1
E1,E1.20,9,NA,NA,ap,1,p,NA,onem,7
E1,E1.1,10,NA,NA,ap,1,p,NA,onem,3
E1,E1.2,10,NA,NA,ap,1,p,NA,onem,5
E1,E1.3,10,8,NA,ap,1,p,NA,onem,3
E1,E1.4,10,NA,NA,ap,1,p,NA,onem,6
E1,E1.5,10,1,NA,ap,1,p,NA,onem,4
E1,E1.6,10,9,NA,ap,1,p,NA,onem,1
E1,E1.7,10,NA,NA,ap,1,p,NA,onem,2
E1,E1.8,10,0,NA,ap,1,p,NA,onem,4
E1,E1.9,10,0,NA,ap,0,ap,NA,ap,0
E1,E1.10,10,7,NA,ap,0,ap,NA,ap,0
E1,E1.11,10,0,NA,ap,1,p,NA,onem,1
E1,E1.12,10,1,NA,ap,0,ap,NA,ap,0
E1,E1.13,10,NA,NA,ap,0,ap,NA,ap,0
E1,E1.14,10,0,NA,ap,1,p,NA,onem,1
E1,E1.15,10,NA,NA,ap,1,p,NA,onem,5
E1,E1.16,10,NA,NA,ap,1,p,NA,onem,1
E1,E1.17,10,15,NA,ap,0,ap,NA,ap,0
E1,E1.18,10,6,NA,ap,0,ap,NA,ap,0
E1,E1.19,10,7,NA,ap,1,p,NA,onem,1
E1,E1.20,10,NA,NA,ap,1,p,NA,onem,7
E2,E2.1,1,0,NA,ap,0,ap,NA,ap,0
E2,E2.2,1,0,NA,ap,1,p,NA,onem,4
E2,E2.3,1,7,NA,ap,1,p,NA,onem,2
E2,E2.4,1,NA,NA,ap,0,ap,NA,ap,0
E2,E2.5,1,NA,NA,ap,1,p,NA,onem,1
E2,E2.6,1,8,NA,ap,1,p,NA,onem,1
E2,E2.7,1,0,NA,ap,1,p,NA,onem,2
E2,E2.8,1,0,NA,ap,0,ap,NA,ap,0
E2,E2.9,1,0,NA,ap,1,p,NA,onem,2
E2,E2.10,1,2,NA,ap,0,ap,NA,ap,0
E2,E2.11,1,9,NA,ap,1,p,NA,onem,2
E2,E2.12,1,0,NA,ap,1,p,NA,onem,6
E2,E2.13,1,0,NA,ap,1,p,NA,onem,7
E2,E2.14,1,1,NA,ap,1,p,NA,onem,2
E2,E2.15,1,6,NA,ap,1,p,NA,onem,2
E2,E2.16,1,6,NA,ap,0,ap,NA,ap,0
E2,E2.18,1,0,NA,ap,1,p,NA,onem,2
E2,E2.19,1,0,NA,ap,1,p,NA,onem,5
E2,E2.20,1,0,NA,NA,NA,NA,NA,NA,NA
E2,E2.1,2,0,NA,ap,0,ap,NA,ap,0
E2,E2.2,2,0,NA,ap,1,p,NA,onem,4
E2,E2.3,2,4,NA,ap,1,p,NA,onem,2
E2,E2.4,2,NA,NA,ap,0,ap,NA,ap,0
E2,E2.5,2,NA,NA,ap,1,p,NA,onem,1
E2,E2.6,2,5,NA,ap,1,p,NA,onem,1
E2,E2.7,2,0,NA,ap,1,p,NA,onem,2
E2,E2.8,2,3,NA,ap,0,ap,NA,ap,0
E2,E2.9,2,0,NA,ap,1,p,NA,onem,2
E2,E2.10,2,1,NA,ap,0,ap,NA,ap,0
E2,E2.11,2,8,NA,ap,1,p,NA,onem,2
E2,E2.12,2,NA,NA,ap,1,p,NA,onem,6
E2,E2.13,2,0,NA,ap,1,p,NA,onem,7
E2,E2.14,2,0,NA,ap,1,p,NA,onem,2
E2,E2.15,2,4,NA,ap,1,p,NA,onem,2
E2,E2.16,2,4,NA,ap,0,ap,NA,ap,0
E2,E2.18,2,2,NA,ap,1,p,NA,onem,2
E2,E2.19,2,1,NA,ap,1,p,NA,onem,5
E2,E2.20,2,NA,NA,NA,NA,NA,NA,NA,NA
E2,E2.1,3,1,NA,ap,0,ap,NA,ap,0
E2,E2.2,3,0,NA,ap,1,p,NA,onem,4
E2,E2.3,3,5,NA,ap,1,p,NA,onem,2
E2,E2.4,3,NA,NA,ap,0,ap,NA,ap,0
E2,E2.5,3,NA,NA,ap,1,p,NA,onem,1
E2,E2.6,3,5,NA,ap,1,p,NA,onem,1
E2,E2.7,3,3,NA,ap,1,p,NA,onem,2
E2,E2.8,3,4,NA,ap,0,ap,NA,ap,0
E2,E2.9,3,0,NA,ap,1,p,NA,onem,2
E2,E2.10,3,1,NA,ap,0,ap,NA,ap,0
E2,E2.11,3,8,NA,ap,1,p,NA,onem,2
E2,E2.12,3,NA,NA,ap,1,p,NA,onem,6
E2,E2.13,3,0,NA,ap,1,p,NA,onem,7
E2,E2.14,3,0,NA,ap,1,p,NA,onem,2
